No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,通話メモ,備考
2277,小金井市,○,○,営利法人,1,1,独立系,4012401033053,ひまわりケア株式会社,,,ひまわりケア,1374101721,東京都小金井市本町2-17-3メゾンド小金井101,042-382-5061,042-382-5061,042-382-5062,,平日,,,,,,,,,,,,
2278,小金井市,○,○,営利法人,1,1,独立系,8012401020535,グローリーケア株式会社,,,グローリーケア,1374101101,東京都小金井市前原町５－２－４７,042-386-2200,042-386-2200,042-386-2288,,平日,,,,,,,,,,,,
2284,小金井市,○,○,営利法人,1,1,独立系,5012403002939,合同会社たいじゅ,,,ケアプランたいじゅ,1374101960,東京都小金井市梶野町3-15-14,0422-38-9715,0422-38-9715,0422-38-9716,,平日,,,,,,,,,,,,
2285,小金井市,○,○,営利法人,1,1,独立系,2012403005168,合同会社ココステッチ,,,オーエンケアサービス,1374101994,東京都小金井市東町4-8-14アクトレジデンス新小金井305,042-308-7052,042-308-7052,042-308-3691,,平日,,,,,,,,,,,,
2286,小金井市,○,○,営利法人,1,1,独立系,1010103001439,合同会社ワークス,,,いなくさ,1374102000,東京都小金井市貫井南町4丁目1番7号友好荘207号,042-631-1793,042-631-1793,042-631-1794,,平日,,,,,,,,,,,,
2287,小金井市,○,○,営利法人,1,1,独立系,4012403004903,合同会社絆,,,ケアプラン絆,1374101937,東京都小金井市緑町3－3－21ライオンズテラス武蔵小金井　126号室,042－401-1157,042-401-1157,042－401-1167,http://hp.kaipoke.biz/v59/,平日,,,,,,,,,,,,
2288,小金井市,○,○,営利法人,1,1,独立系,5012402014407,有限会社　エイジレス・ライフ,,,エイジレス介護センター,1374100707,東京都小金井市貫井北町3-30-9,042-380-8066,042-380-8066,042-380-8108,https://eijiresukaigosenta.hp.gogo.jp,平日,,,,,,,,,,,,
2289,小金井市,○,○,営利法人,1,1,独立系,4012402014267,有限会社くすの木ケアサービス,,,くすの木ケアプランセンター,1374101036,東京都小金井市前原町３－１６－１１,042-401-1212,042-401-1212,,kusunokiday.com,"平日,祝日",,,,,,,,,,,,
2290,小金井市,○,○,営利法人,1,1,独立系,2012402015341,有限会社赤とんぼ,,,指定居宅介護支援事業所　赤とんぼ,1374100772,東京都小金井市貫井南町4-14-14ヴィレッジ・パル202号,042-406-1739,042-406-1739,042-406-1740,,平日,,,,,,,,,,,,
2292,小金井市,○,○,営利法人,1,1,独立系,3020001104316,株式会社AGREE,,,介護相談室ぬくいケアプラン,1374101887,東京都小金井市貫井北町3-16-5,042-321-5030,042-321-5030,042-329-8851,,"平日,土曜日,祝日",,,,,,,,,,,,
2293,小金井市,○,○,営利法人,1,1,独立系,5012401016800,株式会社　オアシス,,,ケアセンターふれあい,1374100905,東京都小金井市本町6-13-17タカギビル8-302,042-380-8131,042-380-8131,042-380-8132,http://oasis123.co.jp/company.html,平日,,,,,,,,,,,,
2294,小金井市,○,○,営利法人,1,1,独立系,9012701010508,株式会社　ニライカナイ,,,介護サポート　４ひきのねこ,1374101424,東京都小金井市前原町５－２０－１７,042-307-9193,042-307-9193,050-3153-1567,http://4hikinoneko.net/,平日,,,,,,,,,,,,
2295,小金井市,○,○,営利法人,1,1,独立系,3012401014335,株式会社はっぴ～ライフ,,,はっぴ～ライフケアセンター,1374101820,東京都小金井市東町4-10-16小金井ビル,042-386-6881,042-386-6881,042-386-6882,https://hl-chao.jp/,"平日,祝日",,,,,,,,,,,,
2297,小金井市,○,○,営利法人,1,1,独立系,1030001159897,株式会社ディサイド,,,居宅介護支援事業所ディサイド,1374102075,東京都小金井市貫井南町3-18-6クロノス武蔵小金井201,042-401-1911,042-401-1911,042-401-1918,,平日,,,,,,,,,,,,
2298,小金井市,○,○,営利法人,1,1,独立系,7012401004448,株式会社温心,,,温心居宅介護支援事業所,1374100467,東京都小金井市本町５－４１－７２０７,042-380-9904,042-380-9904,042-380-9934,,"平日,土曜日,祝日",,,,,,,,,,,,
2300,小金井市,○,○,営利法人,1,1,独立系,8012401029683,株式会社ＡＩＬＥ,,,ケアプランセンターえいる,1374101879,東京都小金井市前原町4-21-12キャロットホームズⅠｰ101,042-380-9055,042-380-9055,042-380-9056,,平日,,,,,,,,,,,,
2301,小金井市,○,○,営利法人,1,1,独立系,8012401035491,株式会社Ａｌｐｈａ　ｓｔａｎｄａｒｄ,,,ひがこ居宅介護支援事業所,1374102125,東京都小金井市緑町2-4-1サンロイヤル小金井101,042-405-1066,042-405-1066,042-332-2542,https://alpha-standard.com/,平日,,,,,,,,,,,,
2302,小金井市,○,○,営利法人,1,1,独立系,2012401037790,株式会社Ｒｅ,,,Re・Try,1374102083,東京都小金井市桜町2-1-42日生住宅小金井マンション101,042-316-5922,042-316-5922,042-316-5933,,"平日,祝日",,,,,,,,,,,,
2311,府中市,○,,営利法人,1,5,独立系,4011001017499,アビリティーズ・ケアネット株式会社,,,居宅介護支援事業所アビリティーズ西府町,1373804143,東京都府中市西府町3-32-8,042-352-8771,042-352-8771,042-318-2914,http://www.abilities.jp,平日,,,,,,,,,,,,
2321,府中市,○,○,営利法人,1,1,独立系,2012403001737,合同会社アイリス,,,ケアプランアイリス,1373802972,東京都府中市栄町1-32-36,042-365-2022,042-365-2022,042-365-2022,,平日,,,,,,,,,,,,
2322,府中市,○,○,営利法人,1,1,独立系,1010103002222,合同会社アライヴ,,,ケアプランマインズ,1373804218,東京都府中市白糸台3丁目50番地14号コーポ富士105号室,042-302-0010,042-302-0010,042-309-0176,,平日,,,,,,,,,,,,
2323,府中市,○,○,営利法人,1,1,独立系,2012403002933,合同会社エフォート,,,居宅介護支援事業所ゆーかり,1373803558,東京都府中市天神町3-16-2パレススメールA106,042－207－2573,042-207-2573,042－203-1711,http://hp:kaipoke.biz/41v/,平日,,,,,,,,,,,,
2324,府中市,○,○,営利法人,1,1,独立系,5012703000898,合同会社シオン,,,ケアセンターあゆみ,1373802063,東京都府中市天神町3-6-23,042-358-8122,042-358-8122,042-358-8123,http://hp.kaipoke.biz/w1n/,平日,,,,,,,,,,,,
2325,府中市,○,○,営利法人,1,1,独立系,4012403001495,合同会社押立ケアサポート,,,ケアプラン絆,1373802527,東京都府中市押立町５丁目8番地の1ソレイユルヴァン205,042-444-2857,042-444-2857,042-444-6328,,平日,,,,,,,,,,,,
2326,府中市,○,○,営利法人,1,1,施設併設,4012403002626,合同会社花・実,,,金木犀ケアプランホーム,1373803384,東京都府中市晴見町1-9-3,042-306-7757,042-306-7757,042-633-0587,https://kinmokusei-care.com,平日,,,,,,,,,,,,
2327,府中市,○,○,営利法人,1,1,独立系,9012403000113,合資会社イショップス,,,ケアももたろう,1373802766,東京都府中市本町3-29-26,042-319-1460,042-319-1460,042-319-1461,http://mtaro.jp,平日,,,,,,,,,,,,
2328,府中市,○,○,営利法人,1,1,独立系,4012402008046,有限会社　やすらぎ,,,やすらぎ,1373801800,東京都府中市府中町2-21-4菊正ビル2階　１号室,042-358-8341,042-358-8341,042-358-8339,http://www.care-yasuragi.jp,"平日,祝日",,,,,,,,,,,,
2330,府中市,○,○,営利法人,1,1,独立系,4012401000037,株式会社　アーバンハウスシステム,,,ケアプラン府中,1373804150,東京都府中市府中町2-18-24パストラル府中102,050-3092-3171,050-3092-3171,050-3092-3172,,平日,,,,,,,,,,,,
2331,府中市,○,○,営利法人,1,1,独立系,9012401029617,株式会社　シンクハピネス,,,LIC居宅介護支援事業所,1373803681,東京都府中市清水が丘3-29-5トラットリアK＆M101,042-302-3457,042-302-3457,042-302-3458,http://sync-happiness.com/,"平日,祝日",,,,,,,,,,,,
2332,府中市,○,○,営利法人,1,1,独立系,2012401000872,株式会社　総合ケアセンター,,,総合ケアセンター,1373800018,東京都府中市寿町2-10-3宝栄府中ビル4階,042-352-7630,042-352-7630,042-352-7631,,平日,,,,,,,,,,,,
2333,府中市,○,○,営利法人,1,1,独立系,1012401024922,株式会社アルモニ,,,あるもにケアステーション,1373803277,東京都府中市府中町3-5-6佐伯コーポラス208,042-370-1947,042-370-1947,042-370-1948,http://harmonie-ns.net,平日,,,,,,,,,,,,
2334,府中市,○,○,営利法人,1,1,独立系,2012401015219,株式会社ウチヤマ訪問入浴サービス,,,ウチヤマ居宅介護支援事業所,1373803616,東京都府中市西府町3-20-1ライオンズマンションヴィアーレ府中304,042-203-1586,042-203-1586,042-302-8272,,"平日,土曜日",,,,,,,,,,,,
2335,府中市,○,○,営利法人,1,1,独立系,5011001115260,株式会社エストゥルース・ケア,,,エスケアサポート府中,1373803665,東京都府中市府中町2-9-1プレステージ府中407,042-352-7355,042-352-7355,042-352-7356,https://care.estruth.co.jp/,"平日,祝日",,,,,,,,,,,,
2336,府中市,○,○,営利法人,1,1,独立系,7012401020924,株式会社エムズ,,,あすなろ居宅介護支援事業所,1373802311,東京都府中市多磨町1-22-4102,042-302-0601,042-302-0601,042-302-0602,,平日,,,,,,,,,,,,
2337,府中市,○,○,営利法人,1,1,独立系,5012401000259,株式会社エム・エス・シー,,,株式会社エム・エス・シー　西東京支援センター,1373800083,東京都府中市府中町1-12-7センタービル2階,042-368-7911,042-368-7911,042-364-5409,http://www.msc-gr.co.jp/msc/,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,
2338,府中市,○,○,営利法人,1,1,独立系,4012401037161,株式会社クレマチス,,,居宅介護支援クレマチス,1373804044,東京都府中市幸町1丁目18番地の15,042-318-0018,042-318-0018,042-340-3314,https://clematis1102.co.jp,"平日,祝日",,,,,,,,,,,,
2340,府中市,○,○,営利法人,1,1,独立系,3012401016208,株式会社フリースタイル,,,アクティブマネージ,1373802600,東京都府中市晴見町２－１６－５森芝ビル２階,042-358-3420,042-358-3420,042-358-3421,http://www.activecare.co.jp/index.html,平日,,,,,,,,,,,,
2342,府中市,○,○,営利法人,1,1,独立系,4012401023005,株式会社介護本舗,,,なないろの居宅,1373804317,東京都府中市八幡町2－10－37,042-319-9643,042-319-9643,042-633-0452,,平日,,,,,,,,,,,,
2343,府中市,○,○,営利法人,1,1,独立系,8012401020007,株式会社向日葵,,,ケアプラン向日葵,1373804069,東京都府中市武蔵台1-6-10コーポ東　1階西,042-306-5636,042-306-5636,042-306-5384,,平日,,,,,,,,,,,,
2353,府中市,○,○,営利法人,1,1,独立系,2010803002116,Ｆａｍｉｌｊ合同会社,,,介護相談オフィスのあ,1373803202,東京都府中市紅葉丘1-10-5パストラールハイム101,042-306-8614,042-306-8614,042-306-8647,https://noah-kaigo.jp/,平日,,,,,,,,,,,,
2355,日野市,○,○,営利法人,1,1,独立系,9012801017485,ねこの手株式会社,,,ねこの手居宅,1373502721,東京都日野市平山6-43-3,042-506-9925,042-506-9925,042-506-9923,,"平日,土曜日,祝日",,,,,,,,,,,,
2360,日野市,○,○,営利法人,1,1,独立系,4013403000578,合同会社あおばケアセンター,,,あおばケアセンター,1373502523,東京都日野市神明2-5-31サンハイツ神明101,042-843-4646,042-843-4646,042-843-4650,,平日,,,,,,,,,,,,
2361,日野市,○,○,営利法人,1,1,独立系,9012803003194,合同会社わたがし,,,ケアプランわたがし,1373503257,東京都日野市多摩平3-13-13,070-1593-2568,070-1593-2568,050-3535-5566,https://watagasillc.com,平日,,,,,,,,,,,,
2362,日野市,○,○,営利法人,1,1,独立系,4012803002341,合同会社Ｔ．Ａ．Ｇ．ｐｌｕｓひの,,,ケア・コンシェルＴ．Ａ．Ｇ．＋,1373503059,東京都日野市東豊田3-8-2サンコーポ山崎203,042-506-2136,042-506-2136,042-506-2138,https://tag-nursing-st.jimdosite.com/,平日,,,,,,,,,,,,
2363,日野市,○,○,営利法人,1,1,独立系,1013402006637,多摩ケア・サポート有限会社,,,多摩ケア・サポート有限会社,1373502762,東京都日野市栄町4-27-8,042-582-0826,042-582-0826,042-583-1897,,平日,,,,,,,,,,,,
2365,日野市,○,○,営利法人,1,1,独立系,5010102011212,有限会社あいむケアサービス,,,居宅介護支援事業所グラート,1373500956,東京都日野市神明３-７-１９セントラルコーポE館1階南,042-585-6488,042-585-6488,042-585-6436,http://aimcare.business1.gogo.jp/,平日,,,,,,,,,,,,
2366,日野市,○,○,営利法人,1,1,独立系,2150002003372,有限会社スバル２１,,,ケアサービススバル２１,1373502465,東京都日野地豊田4-24-1,042-848-0128,042-848-0128,042-848-2098,,平日,,,,,,,,,,,,
2367,日野市,○,○,営利法人,1,1,独立系,6013402006756,有限会社ペイフォワード,,,介護相談室　　　めいぷる,1373501202,東京都日野市日野本町7-1-13,042-589-4134,042-589-4134,042-581-0569,,平日,,,,,,,,,,,,
2368,日野市,○,○,営利法人,1,1,独立系,5013401005702,株式会社かけはし,,,指定居宅介護支援事業所かけはし,1373501848,東京都日野市三沢4丁目8番地の8,042-506-9834,042-506-9834,042-506-9840,https://kakehashik.co.jp,平日,,,,,,,,,,,,
2372,日野市,○,○,営利法人,1,1,独立系,4013401000563,株式会社フォーラム,,,ライズケアプラン三沢,1373501368,東京都日野市三沢2-18-11,042-594-1700,042-594-1700,042-594-2100,http://www.rise-v.com,"平日,土曜日,祝日",,,,,,,,,,,,
2373,日野市,○,○,営利法人,1,1,独立系,4013401005777,株式会社ラピオン,,,ラピオンナースステーション,1373502127,東京都日野市南平7-2-14,042-599-6675,042-599-6675,042-599-6676,http://lapion-jp.com/,"平日,土曜日,祝日",,,,,,,,,,,,
2374,日野市,○,○,営利法人,1,1,独立系,4013401004936,株式会社国際看護,,,国際ケアプラン,1373502192,東京都日野市旭が丘5-6-20ジュネパレス旭が丘1階,042-843-4460,042-843-4460,042-585-9705,http://www.kokusaikango.tokyo,平日,,,,,,,,,,,,
2376,日野市,○,○,営利法人,1,1,独立系,5013401000637,株式会社日野福祉サービス,,,日野福祉サービス　居宅介護支援事業所,1373500790,東京都日野市豊田3－34－3ルネス・グリシーヌ1階,042-581-2952,042-581-2952,042-581-2950,https://itp.ne.jp/info/133107777100000899/,平日,,,,,,,,,,,,
2377,日野市,○,○,営利法人,1,1,独立系,7010101000016,株式会社葵ヘルパーセンター,,,株式会社　葵ヘルパーセンター　豊田事業所,1373500899,東京都日野市多摩平4－1－9葵ビル,042-589-1414,042-589-1414,042-589-1415,http://www.aoihc.com,平日,,,,,,,,,,,,
2387,昭島市,○,○,営利法人,1,1,独立系,9012803001272,合同会社トーラス,,,ライフケアあきしま,1374001558,東京都昭島市玉川町5-6-6ハイム玉川台101号,042-519-8093,042-519-8093,042-519-8094,,平日,,,,,,,,,,,,
2388,昭島市,○,○,営利法人,1,1,独立系,3012803001716,合同会社Ｍｕｓｕｂｉ,,,ケアマネジメントMusubi,1374001814,東京都昭島市玉川町３丁目８番３号,042-519-1293,042-519-1293,042-519-1294,http://musubi383.amebaownd.com,"平日,土曜日",,,,,,,,,,,,
2390,昭島市,○,○,営利法人,1,1,独立系,2012801002535,扶桑管理サービス株式会社,,,ふそうケアサービス,1374000311,東京都昭島市緑町3－5－8,042-549-0960,042-549-0960,042-500-2566,http://fuso-kanri.co.jp/kaigo/html/akishima.cgi,"平日,土曜日,祝日",,,,,,,,,,,,
2391,昭島市,○,○,営利法人,1,1,独立系,7012801004460,昭和の森エリアサービス株式会社,,,スマイルケア昭和の森　居宅介護支援事業所,1374000741,東京都昭島市代官山3丁目1番1号,042-500-8682,042-500-8682,042-500-8687,http://showanomori-as.co.jp/smile07/index.html,"平日,祝日",,,,,,,,,,,,
2392,昭島市,○,○,営利法人,1,1,独立系,4012802010634,有限会社　あいサンテ,,,あいサンテケアステーション,1374000758,東京都昭島市中神町1157-17,042-549-7078,042-549-7078,042-546-5212,,平日,,,,,,,,,,,,
