除外理由,No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),電話種別,FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,商談日,商談結果,通話メモ,備考
民間(営利法人)ではない: NPO,2644,町田市,○,○,NPO,1,1,独立系,6012305000420,特定非営利活動法人相原やまゆり会,,,相原やまゆり,1373202520,東京都町田市相原町3174,042-782-1877,042-782-1877,固定(多摩等),042-783-5126,http://aihara-yamayuri.org/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2648,町田市,○,○,医療法人,1,1,独立系,2012305001224,社会医療法人社団正志会,,,南町田介護支援センターペンギン,1373205671,東京都町田市鶴間四丁目５番８号,042-706-8845,042-706-8845,固定(多摩等),042-706-8664,http://mmhp.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2649,町田市,○,○,社会福祉法人,1,1,独立系,6010105000260,社会福祉法人　　共助会,,,指定居宅介護支援事業所サンシルバー町田,1373200136,東京都町田市相原町２３７３番１,042-770-2552,042-770-2552,固定(多摩等),042-770-2531,,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2650,町田市,○,○,社会福祉法人,1,1,施設併設,1060005002571,社会福祉法人　三光会,,,居宅介護支援事業所　町田誠心園,1373203965,東京都町田市下小山田町3352-8,042-798-5855,042-798-5855,固定(多摩等),042-798-5856,http://www.sankokai.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2652,町田市,○,○,社会福祉法人,1,1,施設併設,9012305000236,社会福祉法人　嘉祥会,,,居宅介護支援事業所　ぬくもりの園,1373202868,東京都町田市下小山田町２７３５－４サービス付き高齢者向け住宅「清住の杜町田」１階,042-794-8681,042-794-8681,固定(多摩等),042-794-8682,http://www.kashokai.com,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2656,町田市,○,○,社会福祉法人,1,1,独立系,1012305000227,社会福祉法人創和会,,,ケアマネジメントセンター成瀬,1373200086,東京都町田市成瀬台３－２４－１,042-720-0348,042-720-0348,固定(多摩等),042-720-2205,http://ccnaruse.com,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2663,町田市,○,,社会福祉法人,1,2,独立系,5021005002347,社会福祉法人泰政会,,,居宅介護支援事業所　レガメ町田,1373205986,東京都町田市南大谷1-41-1,042-728-1116,042-728-1116,固定(多摩等),042-728-0008,http://taiseikai-web.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2667,町田市,○,○,社会福祉法人,1,1,独立系,3012305000233,社会福祉法人竹清会,,,美郷居宅介護支援事業所,1373200854,東京都町田市小山ヶ丘一丁目２番地９,042-797-6274,042-797-6274,固定(多摩等),042-797-3553,http://www.chikuseikai.com,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2678,福生市,○,○,一般社団・財団,1,1,独立系,3013105001529,一般社団法人やなぎ社会福祉事務所,,,さわやか介護,1374400719,東京都福生市志茂169-1ﾗｲｵﾝｽﾞﾏﾝｼｮﾝ福生105,042-513-0244,042-513-0244,固定(多摩等),042-513-0245,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2679,福生市,○,○,医療法人,1,1,独立系,4010405006463,医療法人社団光暉会,,,ひかりメディケア居宅介護支援事業所,1374400941,東京都福生市本町95-3メディケア953-1階,042-539-2630,042-539-2630,固定(多摩等),042-539-2660,http://photon.or.jp,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2680,福生市,○,○,医療法人,1,1,施設併設,9013105000005,医療法人社団永進会,,,居宅介護支援事業所南田園,1374400305,東京都福生市南田園2丁目9番1グリーンシティ南田園103,042-539-2200,042-539-2200,固定(多摩等),042-539-0012,https://www.zenjinkai-group.jp/eishinkai/care_center/yuai_villa/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2688,福生市,○,○,NPO,1,1,独立系,3013105000092,特定非営利活動法人ケアサービスいずみ,,,特定非営利活動法人　ケアサービスいずみ,1374400032,東京都福生市志茂187番地,042-513-7244,042-513-7244,固定(多摩等),042-551-7732,,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2689,福生市,○,○,社会福祉法人,1,1,独立系,6013105000040,社会福祉法人もくせい会,,,指定居宅介護支援事業所武蔵野,1374400057,東京都福生市福生2300番4,042-539-3541,042-539-3541,固定(多摩等),042-553-6686,http://www.mokuseikai.or.jp,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2690,福生市,○,○,社会福祉法人,1,1,独立系,1013105000037,社会福祉法人福陽会,,,介護プランセンターサンシャインビラ（第２サンシャインビラ内）,1374400065,東京都福生市福生3244-10,042-553-3765,042-553-3765,固定(多摩等),042-553-3729,http://www.fukuyokai.or.jp,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2691,稲城市,○,,医療法人,1,2,独立系,2110005013109,医療法人俊榮会,,,稲城居宅介護支援事業所ほほえみ,1375100573,東京都稲城市東長沼3111-1T’sgarden105,042-377-8826,042-377-8826,固定(多摩等),042-401-7980,http://inagi-hohoemi.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2692,稲城市,○,○,医療法人,1,1,独立系,9012405002470,医療法人社団秀巧会,,,稲城わかばケアプランセンター,1375100680,東京都稲城市東長沼3106-3オークプラザ1階,042-401-5310,042-401-5310,固定(多摩等),042-370-0533,,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2698,稲城市,○,,医療法人,1,3,独立系,3012405002212,特定医療法人社団　研精会,,,介護支援センターゆい若葉台,1375100037,東京都稲城市若葉台３－７－１,042-331-6601,042-331-6601,固定(多摩等),042-331-1724,https://www.kenseikai-group.or.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2701,稲城市,○,○,社会福祉法人,1,1,独立系,1013405000158,社会福祉法人平尾会,,,ひらお苑ケアマネジメント相談センター,1375100011,東京都稲城市平尾2-49-20,042-331-6088,042-331-6088,固定(多摩等),042-350-5578,http://www.hiraokai.or.jp,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2702,稲城市,○,○,社会福祉法人,1,1,独立系,2013405000157,社会福祉法人永明会,,,いなぎ苑介護支援サービスセンター,1375100045,東京都稲城市百村255番地,042-379-5500,042-379-5500,固定(多摩等),042-379-5131,http://www.inagien.jp,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2704,立川市,○,○,一般社団・財団,1,1,独立系,7012805001371,一般社団法人　介護グループふれあい,,,居宅介護支援事業所　介護グループふれあい,1373501434,東京都立川市羽衣町2-41-1羽衣第一ビル2階,042-595-6620,042-595-6620,固定(多摩等),042-595-6621,http://www.fureaikaigo.com/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2705,立川市,○,○,一般社団・財団,1,1,独立系,7012805001446,一般社団法人栄福祉会,,,介護相談ケアサポートさかえ,1373003423,東京都立川市栄町3-2みかもビル1階,042-540-1034,042-540-1034,固定(多摩等),042-540-1035,http://sakaefukushi.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2706,立川市,○,○,医療法人,1,1,独立系,9012805001312,医療法人社団　光誠会,,,居宅介護支援事業所パークサイドヴィラ,1373003381,東京都立川市富士見町1-36-6,042-595-8892,042-595-8892,固定(多摩等),,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2708,立川市,○,○,医療法人,1,1,独立系,3012805000121,医療法人社団東京石心会,,,立川ケアプランセンターわかば,1373000569,東京都立川市若葉町4-24-2若葉町団地37号棟107号室,042-538-1220,042-538-1220,固定(多摩等),042-535-8404,http://tokyosekishinkai.jp/wakaba/careplan/about.php,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2709,立川市,○,○,医療法人,1,1,施設併設,3012805000071,医療法人財団　立川中央病院,,,介護老人保健施設アルカディア指定居宅介護支援事業所,1373003399,東京都立川市上砂町３丁目２－１,042－537－7885,042-537-7885,固定(多摩等),042－537－7895,http://www.arcadia-kaigo.com/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2731,立川市,○,○,NPO,1,1,独立系,3012805001474,特定非営利活動法人老援団,,,老援団幸町居宅介護支援事業所,1373002136,東京都立川市幸町一丁目５番地１,042-537-7340,042-537-7340,固定(多摩等),042-537-7341,,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2733,立川市,○,○,社会福祉法人,1,1,独立系,3012805000170,社会福祉法人　欅会,,,西砂指定居宅介護支援事業所,1373000163,東京都立川市西砂町５－５－５,042-531-5550,042-531-5550,固定(多摩等),042-531-3451,http://www.keyakikai.or.jp,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2736,立川市,○,○,社会福祉法人,1,1,独立系,3012805002547,社会福祉法人三多摩福祉会,,,ケアプランセンター　なのはな　立川,1373002821,東京都立川市錦町1-16-151階,042-523-7026,042-523-7026,固定(多摩等),042-523-7036,http://3fuku.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2737,立川市,○,○,社会福祉法人,1,1,独立系,1012805000180,社会福祉法人幹福祉会,,,ヘルプ協会たちかわ,1373000502,東京都立川市錦町3-1-29サンハイム立川１階,042-526-2898,042-526-2898,固定(多摩等),042-521-1664,http://www.mikifukushikai.jp/tachikawa.htm,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2739,立川市,○,○,社会福祉法人,1,1,独立系,4012805000153,社会福祉法人敬愛会,,,居宅介護支援事業所上砂地域福祉サービスセンター,1373400561,東京都立川市上砂町1-13-1,042-537-7750,042-537-7750,固定(多摩等),042-536-7182,http://www.keiaikai.org/,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社協,2741,立川市,○,○,社協,1,1,社協・包括,2012805000147,社会福祉法人立川市社会福祉協議会,,,立川市社会福祉協議会指定居宅介護支援事業所,1373000049,東京都立川市富士見町２丁目３６番４７号立川市総合福祉センター,042-523-9309,042-523-9309,固定(多摩等),042-548-1747,http://www.tachikawa-shakyo.jp/homesupportoffice.html,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2746,羽村市,○,,医療法人,1,22,施設併設,1010005004837,医療法人社団　葵会,,,西多摩・あおいホームケアサービス,1375300553,東京都羽村市双葉町２－２１－１西多摩病院,042-554-0838,042-554-0838,固定(多摩等),042-554-3009,http://www.aoikai.jp/nishitama,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2747,羽村市,○,○,医療法人,1,1,独立系,6013105000255,医療法人社団真愛会,,,あかしあの里　指定居宅介護支援事業所,1372400802,東京都羽村市玉川2-6-6,042-555-5663,042-555-5663,固定(多摩等),042-578-3561,http://www.shinaikai.jp/akashiajigyou/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2761,西東京市,○,○,一般社団・財団,1,1,医療機関併設,7012705000036,一般社団法人西東京市医師会,,,西東京市医師会ケアプランセンター,1375400213,東京都西東京市中町1-1-5西東京市中町分庁舎,042-425-4422,042-425-4422,固定(多摩等),042-424-5996,http://www.nishitokyo-med.jp/care/care.html,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2763,西東京市,○,○,医療法人,1,1,独立系,2012705000271,医療法人社団　欅会,,,居宅介護支援　ゆいな,1375425129,東京都西東京市南町五丁目1番15号田無南口ｸﾘﾆｯｸ3階,042-451-9230,042-451-9230,固定(多摩等),042-451-9231,https://tanashi-cl.com/caremanager.html,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2764,西東京市,○,○,医療法人,1,1,医療機関併設,5012705002067,医療法人社団颯凌会,,,颯凌会まつばらホームクリニック居宅介護支援事業所,1375424999,東京都西東京市東町4-14-18かえでビル1階B,042-438-6556,042-438-6556,固定(多摩等),042-438-6557,https://m-hc.jp/,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2791,西東京市,○,○,NPO,1,1,独立系,5012705000491,特定非営利活動法人サポートハウス年輪,,,年輪ケアプランセンター,1373900156,東京都西東京市田無町5-4-8第一和光ビル1F,042-466-3177,042-466-3177,固定(多摩等),042-466-3177,http://www.npo-nenrin.com,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2792,西東京市,○,○,社会福祉法人,1,1,独立系,6030005006975,社会福祉法人　千曲会,,,健光園在宅介護支援センター,1373900123,東京都西東京市田無町5-5-19,042-469-8973,042-469-8973,固定(多摩等),042-469-8946,http://www.kenkouen.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2794,西東京市,○,○,社会福祉法人,1,1,独立系,9012705000100,社会福祉法人東京老人ホーム,,,めぐみ園指定居宅介護支援事業所,1373700044,東京都西東京市柳沢4丁目1番3号,042-467-2794,042-467-2794,固定(多摩等),042-460-4655,http://www.tokyo-rojin-home.or.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2795,西東京市,○,○,社会福祉法人,1,1,独立系,3012705000147,社会福祉法人東京聖新会,,,フローラ田無　指定居宅介護支援事業所,1373900115,東京都西東京市向台町2-16-22,042-468-2313,042-468-2313,固定(多摩等),042-468-5288,http://www.tokyo-seishinkai.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2797,西東京市,○,○,社会福祉法人,1,1,独立系,8012705000142,社会福祉法人都心会,,,保谷苑居宅介護支援事業所,1373700036,東京都西東京市栄町3-7-13第一昭栄ハイツ102号室,042-439-7221,042-439-7221,固定(多摩等),042-439-9201,http://www.toshinkai.or.jp,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2798,西東京市,○,○,社会福祉法人,1,1,独立系,1012705000149,社会福祉法人鶴寿会,,,クレインケアマネジメントセンター,1373900149,東京都西東京市西原町４丁目３番５号,042-468-3300,042-468-3300,固定(多摩等),042-468-3351,http://www.kurein.org,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 公益法人,2804,調布市,○,○,公益法人,1,1,医療機関併設,8012405002496,公益社団法人　調布市医師会,,,調布市医師会指定居宅介護支援事業所,1374200325,東京都調布市小島町３丁目６８番地９,042-499-7731,042-499-7731,固定(多摩等),042-499-7699,http://www.chofu-med.or.jp/,平日,,,,,,,,,,,,,,
